id,date,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen,seventeen,eighteen,nineteen,twenty,twentyone,twentytwo,twentythree,twentyfour
8169,2014/11/1,0,0,0,0,0,0,107,196,296,419,479,678,754,986,989,795,747,626,433,414,281,143,0,0
8170,2020/7/7,0,0,0,0,0,0,160,346,528,587,678,731,864,910,994,866,849,719,601,542,528,220,0,0
8171,2000/4/9,0,0,0,0,0,0,104,350,429,583,679,732,874,970,984,891,734,690,644,452,351,316,0,0
8172,2019/3/25,0,0,0,0,0,0,28,254,270,434,562,662,765,890,970,872,701,635,456,286,262,56,0,0
8173,2003/5/17,0,0,0,0,0,0,97,237,626,765,792,830,923,978,992,962,922,811,772,684,239,115,0,0
8174,2006/5/6,0,0,0,0,0,0,81,236,428,466,739,827,923,981,990,941,886,761,501,435,389,88,0,0
8175,2008/10/16,0,0,0,0,0,0,34,163,210,309,494,572,720,852,938,727,679,532,466,284,197,38,0,0
8176,2012/2/3,0,0,0,0,0,0,98,236,302,457,575,596,763,978,983,930,739,585,553,445,295,140,0,0
8177,2016/2/25,0,0,0,0,0,0,48,190,308,414,474,486,700,886,943,864,545,476,423,368,280,107,0,0
8178,2002/8/29,0,0,0,0,0,0,15,83,110,283,414,431,629,700,786,646,536,430,290,236,86,71,0,0
8179,2007/12/21,0,0,0,0,0,0,254,343,470,529,696,881,968,978,998,977,906,734,637,509,457,308,0,0
8180,2003/4/9,0,0,0,0,0,0,79,279,525,542,612,758,853,927,963,867,847,694,573,529,451,138,0,0
8181,2023/6/6,0,0,0,0,0,0,11,200,348,498,730,750,880,939,960,905,800,739,611,450,346,66,0,0
8182,2021/11/25,0,0,0,0,0,0,13,37,200,413,478,576,656,740,977,703,599,512,432,222,128,18,0,0
8183,2003/10/12,0,0,0,0,0,0,25,339,427,623,718,790,859,992,993,979,834,789,653,475,422,152,0,0
8184,2012/12/20,0,0,0,0,0,0,20,42,178,280,332,481,714,884,945,766,523,479,293,182,147,28,0,0
8185,2019/1/20,0,0,0,0,0,0,33,91,349,524,579,650,737,842,843,745,673,582,539,369,165,62,0,0
8186,2016/1/31,0,0,0,0,0,0,10,32,148,192,336,510,564,755,868,640,544,428,335,153,148,16,0,0
8187,2001/10/2,0,0,0,0,0,0,8,89,328,416,559,647,703,844,847,759,660,571,507,381,181,84,0,0
8188,2023/9/25,0,0,0,0,0,0,138,286,317,359,498,627,722,863,957,804,677,505,483,321,292,203,0,0
8189,2021/10/3,0,0,0,0,0,0,64,203,403,523,667,679,770,942,973,788,694,670,613,482,357,119,0,0
8190,2016/1/21,0,0,0,0,0,0,6,184,325,437,578,842,852,997,999,852,847,792,445,346,291,48,0,0
8191,2001/5/17,0,0,0,0,0,0,220,318,342,499,574,705,813,868,880,867,718,629,545,366,337,267,0,0
8192,2008/12/29,0,0,0,0,0,0,53,141,172,325,453,536,659,860,865,722,587,454,349,271,143,79,0,0
8193,2001/8/31,0,0,0,0,0,0,8,62,151,293,438,723,817,853,861,852,725,506,370,176,77,38,0,0
8194,2003/12/4,0,0,0,0,0,0,2,207,267,411,661,733,879,941,952,919,797,679,631,351,258,8,0,0
8195,2022/8/10,0,0,0,0,0,0,48,195,232,367,461,518,831,857,929,852,635,483,383,331,211,49,0,0
8196,2003/11/19,0,0,0,0,0,0,25,70,187,309,381,532,591,751,945,630,571,444,340,214,95,38,0,0
8197,2017/1/29,0,0,0,0,0,0,9,214,312,334,593,692,783,900,946,800,782,668,477,313,278,181,0,0
8198,2016/7/2,0,0,0,0,0,0,2,194,269,379,512,626,842,870,897,847,749,515,470,365,244,75,0,0
8199,2011/8/15,0,0,0,0,0,0,136,333,350,415,656,692,829,949,963,883,761,658,473,361,336,214,0,0
8200,2007/12/21,0,0,0,0,0,0,26,115,210,262,455,546,748,945,976,923,719,541,406,246,132,111,0,0
8201,2000/2/25,0,0,0,0,0,0,16,70,211,258,312,501,727,786,955,764,608,349,297,215,99,61,0,0
8202,2002/1/21,0,0,0,0,0,0,1,159,220,418,523,657,895,938,968,929,735,584,490,356,192,61,0,0
8203,2009/9/23,0,0,0,0,0,0,85,281,327,681,718,757,834,911,950,868,816,736,707,582,301,172,0,0
8204,2014/2/28,0,0,0,0,0,0,40,92,166,245,340,563,812,974,990,815,720,364,325,191,152,55,0,0
8205,2000/8/15,0,0,0,0,0,0,5,17,116,354,466,495,567,856,888,768,559,494,437,288,58,9,0,0
8206,2005/10/9,0,0,0,0,0,0,87,140,295,489,564,766,797,914,932,808,766,669,516,402,196,122,0,0
8207,2012/4/10,0,0,0,0,0,0,8,281,409,482,488,501,732,818,869,802,714,498,486,450,331,124,0,0
8208,2004/11/7,0,0,0,0,0,0,106,189,416,531,627,771,789,893,992,826,775,687,585,429,357,106,0,0
8209,2021/1/16,0,0,0,0,0,0,45,73,184,243,313,425,548,775,938,672,477,316,302,221,124,56,0,0
8210,2016/3/19,0,0,0,0,0,0,25,130,239,313,745,839,847,921,945,904,844,770,561,304,140,83,0,0
8211,2017/3/13,0,0,0,0,0,0,44,231,235,380,669,735,914,930,978,928,815,706,496,369,231,100,0,0
8212,2022/9/6,0,0,0,0,0,0,94,284,438,458,690,806,835,936,960,876,820,766,461,450,347,187,0,0
8213,2004/11/4,0,0,0,0,0,0,60,164,262,358,483,599,640,843,890,645,625,497,398,309,224,125,0,0
8214,2006/3/22,0,0,0,0,0,0,211,322,459,533,581,634,709,910,937,788,649,623,578,527,430,239,0,0
8215,2015/10/27,0,0,0,0,0,0,5,265,443,524,578,628,805,849,857,829,677,599,545,498,429,176,0,0
8216,2006/5/27,0,0,0,0,0,0,43,171,247,337,619,777,908,961,991,948,907,662,357,292,203,121,0,0
8217,2014/1/14,0,0,0,0,0,0,25,191,283,466,608,636,804,985,997,903,789,619,564,443,249,163,0,0
8218,2023/5/16,0,0,0,0,0,0,29,114,176,268,532,590,745,870,938,857,638,543,416,233,157,41,0,0
8219,2023/11/25,0,0,0,0,0,0,42,226,342,432,580,821,872,940,947,876,843,658,551,366,319,208,0,0
8220,2000/11/13,0,0,0,0,0,0,61,153,320,396,571,751,831,952,957,951,785,616,410,370,199,72,0,0
8221,2001/2/14,0,0,0,0,0,0,76,109,198,262,289,364,764,981,998,835,699,294,264,255,141,77,0,0
8222,2004/2/7,0,0,0,0,0,0,20,266,450,482,691,788,875,890,940,883,841,704,601,475,328,205,0,0
8223,2023/9/21,0,0,0,0,0,0,75,125,435,618,720,872,892,948,972,944,882,756,623,464,145,75,0,0
8224,2008/1/20,0,0,0,0,0,0,68,106,210,231,311,564,640,710,739,707,607,366,281,216,153,98,0,0
8225,2023/6/27,0,0,0,0,0,0,21,64,162,405,533,726,789,985,988,848,766,675,469,378,82,30,0,0
8226,2012/5/20,0,0,0,0,0,0,121,283,357,425,563,660,793,897,936,896,757,630,533,359,315,247,0,0
8227,2004/7/22,0,0,0,0,0,0,12,232,316,506,624,724,796,938,992,932,772,699,619,351,252,131,0,0
8228,2019/1/16,0,0,0,0,0,0,18,96,209,329,446,775,854,928,974,925,819,709,374,255,127,74,0,0
8229,2017/7/13,0,0,0,0,0,0,156,210,241,462,617,863,911,949,972,934,905,624,544,304,237,170,0,0
8230,2019/12/28,0,0,0,0,0,0,10,174,422,438,510,557,833,965,990,904,572,531,444,425,218,67,0,0
8231,2000/11/18,0,0,0,0,0,0,56,210,231,432,531,630,680,899,983,846,645,611,486,431,218,123,0,0
8232,2002/4/10,0,0,0,0,0,0,5,67,130,380,402,749,846,942,975,910,788,699,386,326,125,6,0,0
8233,2010/3/2,0,0,0,0,0,0,77,321,449,465,494,596,736,970,976,861,599,541,485,460,390,189,0,0
8234,2009/9/1,0,0,0,0,0,0,38,78,118,197,629,689,725,792,815,756,715,641,306,148,91,56,0,0
8235,2019/8/13,0,0,0,0,0,0,5,91,111,250,495,688,836,924,926,870,778,648,410,210,95,90,0,0
8236,2006/1/17,0,0,0,0,0,0,38,196,405,468,610,724,756,797,880,779,732,665,516,430,371,76,0,0
8237,2021/8/14,0,0,0,0,0,0,37,50,443,465,573,704,853,978,979,899,752,697,531,447,182,44,0,0
8238,2006/7/23,0,0,0,0,0,0,75,119,250,349,483,696,762,911,921,795,736,607,463,288,232,97,0,0
8239,2003/3/19,0,0,0,0,0,0,57,300,333,512,568,688,712,844,863,761,708,685,558,488,322,91,0,0
8240,2006/1/29,0,0,0,0,0,0,5,169,325,428,559,642,738,904,973,787,718,629,455,328,203,167,0,0
8241,2008/4/30,0,0,0,0,0,0,37,105,197,337,480,726,765,980,990,888,733,508,469,256,110,85,0,0
8242,2008/10/8,0,0,0,0,0,0,42,81,144,309,390,608,754,852,947,779,719,594,364,280,106,46,0,0
8243,2014/4/4,0,0,0,0,0,0,189,214,256,285,339,414,748,902,923,901,602,382,333,260,245,206,0,0
8244,2020/2/9,0,0,0,0,0,0,36,101,367,428,478,672,720,889,998,756,692,491,432,427,322,101,0,0
8245,2012/5/13,0,0,0,0,0,0,214,344,407,457,531,573,659,830,980,778,654,549,481,451,351,246,0,0
8246,2000/10/21,0,0,0,0,0,0,33,66,126,603,652,806,877,974,988,912,830,713,640,166,84,40,0,0
8247,2024/2/11,0,0,0,0,0,0,10,152,240,263,351,469,547,881,935,705,504,360,268,253,156,147,0,0
8248,2003/2/28,0,0,0,0,0,0,34,80,251,264,419,678,755,939,991,761,693,464,291,257,245,65,0,0
8249,2006/1/22,0,0,0,0,0,0,115,219,315,401,471,516,785,887,943,821,607,503,429,362,251,172,0,0
8250,2000/7/9,0,0,0,0,0,0,25,91,201,269,448,465,520,816,938,812,468,462,389,247,127,76,0,0
8251,2001/5/9,0,0,0,0,0,0,37,82,211,334,442,645,764,927,954,882,674,582,372,259,163,61,0,0
8252,2001/1/26,0,0,0,0,0,0,227,318,480,545,632,754,847,951,999,874,781,735,582,487,398,277,0,0
8253,2015/4/13,0,0,0,0,0,0,41,216,282,416,467,648,678,852,946,713,658,582,467,303,237,72,0,0
8254,2011/12/23,0,0,0,0,0,0,48,232,295,559,625,725,849,969,991,932,804,644,587,518,247,93,0,0
8255,2012/3/8,0,0,0,0,0,0,144,183,197,446,504,791,845,919,929,887,829,787,499,214,193,175,0,0
8256,2023/4/19,0,0,0,0,0,0,35,213,382,540,663,710,830,868,992,838,740,700,613,524,227,138,0,0
8257,2010/12/29,0,0,0,0,0,0,50,196,288,379,487,606,870,917,990,911,661,512,397,346,279,58,0,0
8258,2004/10/6,0,0,0,0,0,0,107,322,455,560,738,780,864,916,949,912,851,748,626,460,410,163,0,0
8259,2021/12/23,0,0,0,0,0,0,21,378,403,615,744,879,930,951,953,946,912,765,730,547,380,300,0,0
8260,2010/6/8,0,0,0,0,0,0,26,142,364,443,540,634,835,901,926,892,800,575,521,441,184,57,0,0
8261,2000/7/30,0,0,0,0,0,0,177,315,424,554,560,744,834,908,959,838,749,698,560,439,331,270,0,0
8262,2021/7/27,0,0,0,0,0,0,19,56,346,459,538,639,689,748,792,715,680,598,530,397,144,27,0,0
8263,2008/2/18,0,0,0,0,0,0,27,107,197,290,399,485,769,918,937,907,750,418,372,213,120,90,0,0
8264,2002/7/2,0,0,0,0,0,0,57,189,286,334,470,572,823,860,900,827,788,563,347,286,207,186,0,0
8265,2017/11/15,0,0,0,0,0,0,95,119,233,352,446,656,671,804,855,798,665,456,392,251,152,116,0,0
8266,2010/10/8,0,0,0,0,0,0,73,257,279,453,617,800,935,962,971,955,843,739,457,282,268,219,0,0
8267,2000/4/23,0,0,0,0,0,0,34,95,368,591,766,798,959,982,998,974,887,787,613,587,318,52,0,0
8268,2019/4/29,0,0,0,0,0,0,30,88,258,293,396,414,803,929,956,841,553,406,382,269,128,68,0,0
8269,2006/6/24,0,0,0,0,0,0,8,125,246,315,376,521,811,848,901,830,529,379,335,260,146,94,0,0
8270,2020/10/25,0,0,0,0,0,0,4,115,266,287,487,573,735,893,957,747,679,502,381,282,120,99,0,0
8271,2016/2/11,0,0,0,0,0,0,64,108,268,295,416,506,580,924,998,816,539,418,408,274,180,98,0,0
8272,2007/4/3,0,0,0,0,0,0,29,166,335,422,460,509,708,954,960,882,603,475,453,419,306,148,0,0
8273,2022/9/6,0,0,0,0,0,0,9,48,136,229,375,469,669,812,865,690,498,401,348,225,82,45,0,0
8274,2005/7/10,0,0,0,0,0,0,136,144,264,403,474,601,691,714,772,702,609,585,473,295,174,142,0,0
8275,2014/4/14,0,0,0,0,0,0,11,122,292,404,462,574,651,695,841,663,643,494,420,324,252,112,0,0
8276,2018/2/5,0,0,0,0,0,0,216,268,448,551,674,719,864,880,950,874,814,707,670,503,404,228,0,0
8277,2001/4/19,0,0,0,0,0,0,128,154,221,471,525,589,749,918,962,749,640,536,506,459,155,139,0,0
8278,2021/7/12,0,0,0,0,0,0,82,223,258,338,373,491,631,890,999,674,503,450,355,259,224,158,0,0
8279,2016/3/15,0,0,0,0,0,0,33,106,176,186,318,430,603,815,978,800,590,378,239,181,123,77,0,0
8280,2006/1/1,0,0,0,0,0,0,98,319,337,387,498,517,569,671,831,650,554,502,491,374,331,211,0,0
8281,2004/3/15,0,0,0,0,0,0,61,328,508,529,651,710,767,815,994,803,732,652,603,519,475,245,0,0
8282,2002/1/4,0,0,0,0,0,0,38,298,348,466,598,731,769,829,984,824,741,716,484,353,308,135,0,0
8283,2008/11/12,0,0,0,0,0,0,39,214,310,498,500,674,717,837,967,799,715,639,499,396,247,94,0,0
8284,2021/1/12,0,0,0,0,0,0,2,97,280,524,594,741,818,980,999,932,751,679,556,289,142,81,0,0
8285,2001/11/15,0,0,0,0,0,0,3,332,453,478,582,634,759,806,822,783,745,631,532,471,418,262,0,0
8286,2018/4/18,0,0,0,0,0,0,13,149,276,469,533,564,730,842,861,834,702,541,484,360,273,40,0,0
8287,2007/2/28,0,0,0,0,0,0,36,177,262,356,462,719,925,949,992,938,742,524,421,297,245,56,0,0
8288,2010/5/19,0,0,0,0,0,0,39,141,305,487,554,659,820,896,943,852,741,591,545,461,164,102,0,0
8289,2007/10/4,0,0,0,0,0,0,142,260,371,509,558,722,771,938,998,775,728,629,515,454,354,148,0,0
8290,2018/11/15,0,0,0,0,0,0,2,199,260,328,649,731,748,777,877,776,744,659,395,300,212,159,0,0
8291,2016/4/10,0,0,0,0,0,0,178,309,327,400,753,801,846,895,943,848,825,770,738,385,319,250,0,0
8292,2005/6/9,0,0,0,0,0,0,176,358,444,564,710,770,794,838,850,797,776,747,641,550,360,218,0,0
8293,2015/9/15,0,0,0,0,0,0,72,194,326,434,539,651,657,961,985,917,655,610,538,331,257,148,0,0
8294,2012/8/7,0,0,0,0,0,0,26,40,267,432,592,617,904,952,973,907,774,612,526,399,184,29,0,0
8295,2010/5/15,0,0,0,0,0,0,157,281,433,459,518,589,751,834,937,782,664,528,491,441,345,205,0,0
8296,2012/8/17,0,0,0,0,0,0,9,80,160,191,228,444,588,877,943,834,571,364,214,169,153,36,0,0
8297,2010/8/1,0,0,0,0,0,0,42,121,154,189,453,730,765,834,887,830,736,533,404,156,130,96,0,0
8298,2013/3/10,0,0,0,0,0,0,131,230,298,440,525,621,855,896,989,866,780,551,449,404,275,146,0,0
8299,2004/1/7,0,0,0,0,0,0,19,112,258,327,446,490,615,880,990,690,535,463,384,278,134,108,0,0
8300,2018/7/26,0,0,0,0,0,0,34,123,140,211,327,535,607,829,969,792,542,475,268,199,131,104,0,0
8301,2009/7/29,0,0,0,0,0,0,7,97,257,483,541,623,709,839,898,718,644,612,517,405,113,90,0,0
8302,2018/12/21,0,0,0,0,0,0,91,320,390,435,689,792,952,980,999,954,907,695,637,412,350,213,0,0
8303,2007/10/29,0,0,0,0,0,0,11,247,381,439,647,719,836,957,967,892,793,718,481,428,301,36,0,0
8304,2020/5/10,0,0,0,0,0,0,180,392,431,578,652,761,847,955,961,906,839,736,607,438,402,280,0,0
8305,2006/3/12,0,0,0,0,0,0,69,155,365,432,484,595,670,844,896,805,626,569,461,415,322,103,0,0
8306,2012/6/29,0,0,0,0,0,0,65,118,267,351,597,675,807,831,953,820,790,675,585,301,159,115,0,0
8307,2016/8/16,0,0,0,0,0,0,122,135,265,330,515,622,636,881,959,733,634,547,335,297,225,134,0,0
8308,2020/10/17,0,0,0,0,0,0,7,109,144,230,442,473,752,854,912,792,611,464,254,186,143,66,0,0
8309,2012/5/6,0,0,0,0,0,0,76,163,409,529,606,707,776,832,988,822,736,704,531,516,230,90,0,0
8310,2023/4/19,0,0,0,0,0,0,4,96,332,459,779,800,868,953,975,874,861,797,463,448,236,44,0,0
8311,2018/10/8,0,0,0,0,0,0,74,184,202,330,358,636,793,927,932,866,722,376,333,297,199,115,0,0
8312,2002/12/16,0,0,0,0,0,0,10,96,228,332,544,568,922,988,1000,978,592,561,399,259,173,18,0,0
8313,2002/11/28,0,0,0,0,0,0,23,100,282,538,716,739,857,983,996,940,821,718,592,440,189,94,0,0
8314,2021/1/31,0,0,0,0,0,0,0,115,294,499,647,698,840,916,984,895,794,678,526,391,119,102,0,0
8315,2015/2/8,0,0,0,0,0,0,20,179,288,441,485,543,614,753,837,689,565,517,455,344,242,20,0,0
8316,2011/6/17,0,0,0,0,0,0,13,27,294,319,333,468,570,668,994,576,539,357,325,312,124,24,0,0
8317,2005/12/11,0,0,0,0,0,0,3,107,181,420,510,704,832,955,956,906,741,513,465,239,159,107,0,0
8318,2002/11/13,0,0,0,0,0,0,12,289,315,498,597,632,715,783,882,770,706,613,552,376,291,14,0,0
8319,2001/12/20,0,0,0,0,0,0,42,164,322,427,474,548,691,778,857,715,690,486,437,337,171,157,0,0
8320,2002/6/25,0,0,0,0,0,0,28,139,219,236,345,629,892,947,971,945,699,552,291,228,179,68,0,0
8321,2021/7/7,0,0,0,0,0,0,80,336,428,556,664,780,891,928,943,902,787,756,621,429,363,189,0,0
8322,2010/12/17,0,0,0,0,0,0,77,188,280,353,458,562,734,840,899,816,688,517,401,282,247,147,0,0
8323,2015/4/28,0,0,0,0,0,0,12,201,239,302,336,494,630,731,961,686,572,434,316,240,209,174,0,0
8324,2007/2/8,0,0,0,0,0,0,59,241,315,428,478,602,749,777,786,769,701,512,473,416,312,75,0,0
8325,2003/12/24,0,0,0,0,0,0,10,16,154,198,228,310,523,594,610,585,344,302,216,167,72,13,0,0
8326,2012/12/26,0,0,0,0,0,0,11,145,332,447,571,641,889,965,995,956,863,590,452,357,253,21,0,0
8327,2009/8/23,0,0,0,0,0,0,41,180,483,553,633,654,778,836,981,811,709,637,633,535,296,137,0,0
8328,2023/10/13,0,0,0,0,0,0,33,161,184,288,321,495,713,787,953,786,682,442,313,232,180,155,0,0
8329,2004/3/2,0,0,0,0,0,0,32,94,273,484,641,750,853,947,958,931,806,665,527,289,210,41,0,0
8330,2000/4/6,0,0,0,0,0,0,27,105,360,484,509,588,733,790,990,762,659,521,484,463,113,42,0,0
8331,2022/8/25,0,0,0,0,0,0,52,186,262,374,391,578,738,886,937,828,643,434,378,266,234,164,0,0
8332,2002/3/23,0,0,0,0,0,0,50,137,413,503,514,681,839,872,990,863,805,587,514,490,376,84,0,0
8333,2019/9/25,0,0,0,0,0,0,0,446,538,572,609,763,795,966,990,849,775,645,603,549,532,68,0,0
8334,2008/2/13,0,0,0,0,0,0,54,114,295,348,454,622,742,799,879,783,629,483,432,324,149,79,0,0
8335,2003/1/4,0,0,0,0,0,0,11,151,237,304,463,520,548,931,952,615,521,480,353,259,152,65,0,0
8336,2004/3/17,0,0,0,0,0,0,1,169,431,463,607,666,885,975,982,941,683,613,570,438,294,95,0,0
8337,2007/1/16,0,0,0,0,0,0,30,138,188,253,471,581,692,875,902,846,663,560,379,252,154,96,0,0
8338,2016/7/20,0,0,0,0,0,0,3,201,289,388,513,668,798,849,894,817,770,596,388,350,234,132,0,0
8339,2003/5/2,0,0,0,0,0,0,55,104,444,641,687,726,784,796,820,788,732,726,687,486,336,61,0,0
8340,2000/12/14,0,0,0,0,0,0,4,25,188,270,493,563,734,863,968,803,649,506,409,219,71,20,0,0
8341,2008/4/11,0,0,0,0,0,0,33,260,307,327,512,653,736,847,906,746,700,581,473,320,268,50,0,0
8342,2017/10/20,0,0,0,0,0,0,82,125,160,340,514,668,729,772,828,740,682,647,459,164,139,89,0,0
8343,2019/8/1,0,0,0,0,0,0,136,175,225,527,611,753,891,961,971,951,795,745,546,323,180,171,0,0
8344,2017/3/19,0,0,0,0,0,0,27,51,117,208,317,586,774,875,908,805,670,583,311,126,102,50,0,0
8345,2022/7/7,0,0,0,0,0,0,10,121,205,237,303,363,502,878,904,598,368,314,297,205,180,92,0,0
8346,2003/9/9,0,0,0,0,0,0,77,289,341,427,450,547,697,809,904,710,595,510,436,360,292,110,0,0
8347,2004/1/26,0,0,0,0,0,0,45,117,132,352,449,579,617,666,746,622,612,478,399,200,120,98,0,0
8348,2006/2/4,0,0,0,0,0,0,5,34,90,198,284,452,572,682,842,680,514,390,245,150,38,31,0,0
8349,2001/11/1,0,0,0,0,0,0,58,79,177,329,419,533,667,940,965,932,611,466,394,320,168,59,0,0
8350,2008/12/29,0,0,0,0,0,0,24,47,167,243,324,553,684,848,961,700,556,332,297,209,91,40,0,0
8351,2018/3/18,0,0,0,0,0,0,30,106,292,392,652,840,859,943,979,928,855,742,539,330,262,94,0,0
8352,2015/12/22,0,0,0,0,0,0,5,67,305,568,636,716,769,874,904,868,763,708,613,550,256,45,0,0
8353,2015/11/28,0,0,0,0,0,0,42,178,221,283,523,645,769,830,949,782,672,552,347,260,183,131,0,0
8354,2017/4/20,0,0,0,0,0,0,50,169,295,460,573,660,708,844,921,715,678,603,534,372,276,94,0,0
8355,2008/11/13,0,0,0,0,0,0,2,50,298,387,418,731,792,905,990,890,784,469,392,362,86,48,0,0
8356,2023/10/17,0,0,0,0,0,0,15,43,107,240,397,657,749,816,949,760,684,399,358,188,46,18,0,0
8357,2022/7/30,0,0,0,0,0,0,11,95,240,355,473,503,691,940,965,811,687,499,365,351,189,38,0,0
8358,2019/10/23,0,0,0,0,0,0,102,222,421,469,533,645,713,763,916,719,696,617,531,423,408,127,0,0
8359,2004/5/8,0,0,0,0,0,0,17,99,138,227,283,548,589,857,950,725,584,365,247,162,134,96,0,0
8360,2015/8/24,0,0,0,0,0,0,21,63,243,469,547,719,827,858,962,855,755,581,542,400,220,23,0,0
8361,2000/3/13,0,0,0,0,0,0,88,156,226,472,665,710,741,955,956,943,727,686,515,386,217,100,0,0
8362,2020/9/9,0,0,0,0,0,0,1,87,210,302,376,685,826,899,968,870,736,379,362,241,202,7,0,0
8363,2018/10/13,0,0,0,0,0,0,110,141,245,332,486,515,636,879,911,849,616,498,374,302,153,116,0,0
8364,2004/6/25,0,0,0,0,0,0,88,134,176,219,300,420,665,696,972,685,535,395,229,181,147,121,0,0
8365,2011/6/18,0,0,0,0,0,0,33,140,207,281,491,560,756,837,994,799,659,544,377,215,149,70,0,0
8366,2002/8/19,0,0,0,0,0,0,56,88,162,229,489,578,647,772,933,733,588,490,476,189,125,68,0,0
8367,2011/8/25,0,0,0,0,0,0,67,154,331,365,513,590,816,881,934,879,655,584,458,364,314,125,0,0
8368,2008/11/5,0,0,0,0,0,0,16,123,335,371,559,665,717,916,972,807,670,660,474,354,148,42,0,0
8369,2003/2/28,0,0,0,0,0,0,44,197,265,431,513,833,840,883,985,878,837,800,500,423,257,194,0,0
8370,2013/9/17,0,0,0,0,0,0,92,217,323,529,662,736,811,962,969,821,779,713,552,413,306,189,0,0
8371,2009/5/22,0,0,0,0,0,0,68,135,198,250,391,560,695,889,924,715,659,394,333,205,173,100,0,0
8372,2014/1/2,0,0,0,0,0,0,29,52,285,449,556,638,731,891,926,824,706,557,550,303,96,33,0,0
8373,2010/6/19,0,0,0,0,0,0,46,142,305,523,589,614,708,871,892,769,622,612,547,363,299,88,0,0
8374,2019/8/13,0,0,0,0,0,0,79,300,371,435,499,504,661,879,895,670,639,499,447,435,353,156,0,0
8375,2022/9/10,0,0,0,0,0,0,14,151,189,336,470,551,746,969,978,959,724,473,344,253,175,74,0,0
8376,2012/4/2,0,0,0,0,0,0,36,115,197,338,607,658,824,870,986,825,661,618,552,217,183,106,0,0
8377,2018/11/5,0,0,0,0,0,0,45,69,72,226,257,378,516,821,988,582,485,290,245,209,70,65,0,0
8378,2015/6/3,0,0,0,0,0,0,35,51,155,245,398,446,559,772,986,721,489,413,282,180,106,48,0,0
8379,2017/2/20,0,0,0,0,0,0,219,321,471,494,594,786,799,924,953,850,795,761,567,493,470,315,0,0
8380,2020/9/13,0,0,0,0,0,0,36,90,199,244,427,646,908,955,980,922,845,569,339,213,106,73,0,0
8381,2019/7/26,0,0,0,0,0,0,23,169,315,362,626,645,899,935,948,932,664,642,552,349,306,58,0,0
8382,2000/1/27,0,0,0,0,0,0,48,70,121,195,249,534,737,891,926,812,596,308,232,141,120,48,0,0
8383,2023/9/6,0,0,0,0,0,0,37,159,195,297,623,795,822,974,998,851,805,657,481,201,161,122,0,0
8384,2006/6/25,0,0,0,0,0,0,19,166,245,324,487,715,793,897,904,825,724,598,348,280,211,109,0,0
8385,2006/3/16,0,0,0,0,0,0,114,192,244,323,476,518,611,841,925,766,521,515,432,275,205,119,0,0
8386,2009/4/25,0,0,0,0,0,0,65,105,138,174,345,462,498,642,996,500,494,357,252,153,132,96,0,0
8387,2008/12/3,0,0,0,0,0,0,24,142,191,345,464,754,858,974,996,928,819,661,434,338,171,76,0,0
8388,2003/4/22,0,0,0,0,0,0,98,211,297,405,507,607,823,907,971,900,754,598,428,367,264,198,0,0
8389,2004/7/14,0,0,0,0,0,0,8,103,264,346,494,774,862,881,983,863,805,601,395,307,153,62,0,0
8390,2006/12/6,0,0,0,0,0,0,71,111,239,411,616,697,737,917,940,878,734,626,495,286,149,106,0,0
8391,2019/3/12,0,0,0,0,0,0,44,89,287,298,440,676,860,966,984,956,783,562,399,296,141,83,0,0
8392,2008/7/25,0,0,0,0,0,0,31,96,178,527,577,741,754,863,971,781,744,676,565,255,151,64,0,0
8393,2002/5/4,0,0,0,0,0,0,70,185,259,460,585,790,833,878,981,852,832,743,557,376,254,129,0,0
8394,2008/3/22,0,0,0,0,0,0,50,96,286,490,559,672,732,812,945,753,711,634,556,427,252,60,0,0
8395,2019/2/6,0,0,0,0,0,0,32,161,283,468,484,609,757,872,920,783,615,525,474,390,262,132,0,0
8396,2023/12/3,0,0,0,0,0,0,154,239,428,460,555,784,853,971,999,970,787,711,479,452,316,218,0,0
8397,2009/6/24,0,0,0,0,0,0,99,125,211,260,430,572,681,720,869,681,575,515,383,238,145,102,0,0
8398,2017/8/26,0,0,0,0,0,0,30,110,157,263,466,550,721,902,962,873,636,494,457,222,148,74,0,0
8399,2000/11/18,0,0,0,0,0,0,2,71,332,379,427,497,852,885,989,883,518,463,392,337,195,8,0,0
8400,2005/3/10,0,0,0,0,0,0,41,180,298,322,552,678,737,836,995,778,698,663,502,305,224,91,0,0
8401,2003/10/16,0,0,0,0,0,0,16,50,116,355,492,623,792,890,890,839,685,566,382,167,62,46,0,0
8402,2011/4/18,0,0,0,0,0,0,21,115,275,336,714,758,807,852,888,817,778,734,618,324,209,77,0,0
8403,2015/3/1,0,0,0,0,0,0,94,258,455,546,599,738,808,867,921,812,769,678,585,483,429,256,0,0
8404,2013/4/30,0,0,0,0,0,0,206,378,518,584,631,739,827,981,991,871,744,639,609,535,385,251,0,0
8405,2009/5/23,0,0,0,0,0,0,74,138,266,470,498,529,801,984,995,957,739,522,494,295,213,130,0,0
8406,2000/1/24,0,0,0,0,0,0,30,114,187,318,700,747,799,906,969,844,775,714,559,246,172,108,0,0
8407,2007/10/23,0,0,0,0,0,0,50,122,195,284,417,585,728,826,922,736,713,438,397,272,160,63,0,0
